company_names,about,jobs,location,salaries,reviews,interviews,ratings
Idea Infinity IT Solutions,IT Services & Consulting,4,Bengaluru,660,132,12,3.1
Juego Studios,Gaming,40,Bengaluru,388,133,13,4.2
CASHe,Financial Services,2,Mumbai,787,132,11,3.4
Walko Qsr Company,FMCG,6,Pune,485,132,7,4.0
7SearchPPC,Marketing & Advertising,--,Lucknow,5,132,1,4.8
APC By Schneider Electric,Electrical Equipment,--,Bangalore / Bengaluru,267,132,7,4.4
Real Ispat & Power,Power,12,Raipur,601,132,11,3.7
Vikram Tea,Financial Services,4,Mumbai,403,132,13,4.3
Dulux,Building Material,--,Mumbai,334,133,6,4.2
Sigma,Pharma,--,Pune,676,132,11,3.8
Institute of Chemical Technology,Mumbai +31 other locations,--,Mumbai,549,132,4,4.0
Blue Jet Healthcare,Chemicals,--,Mumbai,855,132,10,3.8
V-ensure Pharma Technologies,Pharma,6,Mumbai,516,132,5,3.2
Protiviti Consulting,Management Consulting,--,Gurugram,1.4k,132,12,3.1
Spectra Technovision India,Electronics Manufacturing,9,Ahmedabad,699,132,11,3.3
Accumax,Biotechnology,7,Ahmedabad,834,132,6,3.9
Emrill Services LLC,Facility Management Services,--,Dubai,169,132,7,4.1
Dream11,Internet,--,Mumbai,1.3k,132,40,3.9
Chalo,Internet,7,Mumbai,554,133,19,3.6
Publicis Global Delivery,Media & Entertainment,--,Gurugram,1k,132,21,4.0
Wipro Insurance Solutions,Mumbai +9 other locations,--,Mumbai,414,132,11,3.5
Presidium School,Education & Training,4,New Delhi,545,132,2,3.5
V-ensure Pharma Technologies,Pharma,6,Mumbai,516,132,5,3.2
Yasho Industries Limited,Chemicals,3,Vapi,588,132,13,3.8
Datwyler Group,Pharma,4,Pune,536,132,9,3.8
Heranba Industries,Agro Chemicals,2,Vapi,636,139,8,3.8
Protiviti Consulting,Management Consulting,--,Gurugram,1.4k,132,12,3.1
Publicis Global Delivery,Media & Entertainment,--,Gurugram,1k,132,21,4.0
Walko Qsr Company,FMCG,6,Pune,485,132,7,4.0
Wipro Insurance Solutions,Mumbai +9 other locations,--,Mumbai,414,132,11,3.5
Chalo,Internet,7,Mumbai,554,133,19,3.6
Presidium School,Education & Training,4,New Delhi,545,132,2,3.5
MoEngage,Emerging Technologies,33,Bengaluru,1.2k,132,31,3.6
PCS-Global,Education & Training,--,Kolkata,314,132,19,3.6
CASHe,Financial Services,2,Mumbai,787,132,11,3.4
EKA Mobility,Pune +7 other locations,--,Pune,647,145,9,3.4
Signity Software Solutions,IT Services & Consulting,14,Chandigarh,316,132,5,4.2
Nesto Hypermarket,Kozhikode +19 other locations,1,Kozhikode,371,132,11,3.8
Distacart,Internet,6,Hyderabad,85,132,31,4.7
Accumax,Biotechnology,7,Ahmedabad,834,132,6,3.9
Emrill Services LLC,Facility Management Services,--,Dubai,169,132,7,4.1
Arihant Capital Markets,Financial Services,15,Indore,606,132,8,3.3
Turner & Townsend,Engineering & Construction,21,Mumbai,1k,132,11,3.9
Distacart,Internet,6,Hyderabad,85,132,31,4.7
Obeetee,Fashion & Textile,--,Panipat,593,132,9,3.9
Basix,Financial Services,--,Hyderabad,262,131,7,4.5
Hawa Valves,Oil & Gas,6,Mumbai,730,131,8,3.0
West Bengal Power Development Corporation,Power,--,Kolkata,369,131,5,3.7
Just Dogs,Internet,9,Ahmedabad,345,131,20,3.6
Secure Network Solutions,IT Services & Consulting,5,Chennai,344,131,10,4.4
Unique Infra Engineering India Private Limited,Engineering & Construction,--,Lucknow,559,131,12,2.9
Envision Overseas Education Consultants,Mumbai +7 other locations,--,Mumbai,179,131,67,4.0
Antal International,Recruitment,15,Mumbai,533,131,18,3.6
Blackstone Center of Excellence,Gurugram +8 other locations,--,Gurugram,790,132,11,2.6
Winkies,Hospitality,--,Kolkata,282,131,11,3.9
Ashok Iron Group,Iron & Steel,--,Belagavi,655,131,8,3.7
Mittsure Technologies,Education & Training,5,Jaipur,459,131,7,2.8
Wittur Elevator Components,Industrial Machinery,--,Chennai,709,131,3,3.8
Mitel,Telecom,--,Bengaluru,1.1k,131,18,3.7
Phoenix Marketcity,Retail,--,Mumbai,624,131,5,3.9
The West Coast Paper Mills,Pulp & Paper,--,Dandeli,564,131,4,3.7
GlowTouch Technologies,BPO,9,Mangaluru,685,131,43,3.0
DSM,Chemicals,3,Hyderabad,597,131,4,3.9
Rinac India Limited,Engineering & Construction,--,Bengaluru,529,131,6,3.9
Multi Mantech International,Engineering & Construction,21,Ahmedabad,374,131,7,2.2
Al Fara'a Group,Engineering & Construction,--,Mumbai,349,132,2,3.1
Global Cloud Xchange,Telecom,--,Mumbai,764,131,7,3.5
Spykar Lifestyles,Fashion & Textile,--,Mumbai,432,131,7,4.0
Xihi Technology,Electronics Manufacturing,--,Noida,490,131,12,3.5
Palo Alto Networks,IT Services & Consulting,--,Bengaluru,1.5k,131,25,3.7
Nuvento Systems,IT Services & Consulting,11,Kochi,726,131,14,3.2
Unified Infotech,IT Services & Consulting,9,Kolkata,464,131,25,4.3
Tecnics Integration Technologies,Software Product,16,Hyderabad,888,131,10,3.3
Continental Coffee,Food Processing,--,Hyderabad,443,131,5,4.1
EasyRewardz Software Services,IT Services & Consulting,12,Gurugram,869,131,10,2.8
Sarita Handa Exports,Architecture & Interior Design,--,Gurugram,620,131,8,3.6
Greytrix,IT Services & Consulting,13,Mumbai,540,131,14,3.2
Inadev,IT Services & Consulting,13,Kolkata,521,131,10,3.3
Adani Road Transport,Ahmedabad +25 other locations,--,Ahmedabad,361,131,4,4.4
Camp K-12,EdTech,--,Gurugram,622,131,8,3.3
Vedang Radio Technology,Telecom,--,Mumbai,291,131,4,4.2
Data Template Infotech,IT Services & Consulting,--,Bengaluru,566,131,14,3.0
Cascade Revenue Management,IT Services & Consulting,--,Kochi,495,131,5,3.3
IndiGrid,Real Estate,1,Mumbai,612,131,14,4.2
Ascentrik Research Services,IT Services & Consulting,3,Pune,520,131,22,1.8
Urbanpro,EdTech,--,Bengaluru,478,131,10,3.8
Hansa Research Group,Analytics & KPO,5,Mumbai,552,131,4,3.6
Express KCS,Marketing & Advertising,17,New Delhi,513,131,12,3.6
Tradologie.com,Internet,16,Noida,258,132,21,2.6
Perennial Systems,IT Services & Consulting,5,Pune,610,131,24,4.1
OVT India,Electrical Equipment,--,Noida,567,131,14,3.4
Abs Fujitsu General,Engineering & Construction,12,Hyderabad,649,131,9,3.8
Total Shipping & Logistics,Logistics,14,Mumbai,509,131,11,3.1
V-Soft Consulting,IT Services & Consulting,--,Hyderabad,634,131,28,3.0
Uttar Pradesh Jal Nigam,Government,--,Lucknow,315,130,2,4.1
TalentSprint,Hyderabad +3 other locations,1,Hyderabad,586,130,7,4.0
Ardom Towergen,Telecom,--,Gurugram,331,128,7,3.9
Tirupati Life Sciences,Pharma,--,Paonta Sahib,405,130,6,4.3
Gillette,FMCG,--,Bhiwadi,241,130,4,4.2
Ajnara India,Real Estate,1,Noida,467,130,3,3.5
Auma,Industrial Automation,--,Bengaluru,546,130,7,3.5
Marquistech,Noida +12 other locations,--,Noida,755,130,8,3.8
Monotech Systems,Printing & Publishing,13,Chennai,619,130,11,3.5
Jupiter Wagons,Railways,--,Kolkata,647,139,7,3.6
IT Solutions,IT Services & Consulting,3,New Delhi,1.4k,130,12,3.5
Seeds Fincap,NBFC,6,Gurugram,399,130,6,3.6
HashCash Consultants,Software Product,8,Kolkata,203,130,7,3.4
Nucot,Recruitment,4,Bengaluru,42,130,7,4.6
Connect India E Commerce Services,Logistics,1,Bengaluru,372,130,7,2.9
BMA Wealth Creators,Financial Services,--,Kolkata,344,130,1,4.4
Thinkapps Solutions,Recruitment,--,Mumbai,643,130,11,3.6
Gamma Process Hub,BPO,--,Chennai,376,130,5,3.7
Aravind Eye Hospital,Healthcare,--,Madurai,400,130,3,4.1
SMARTe,IT Services & Consulting,5,Mumbai,868,130,11,3.7
Vishakha Glass,Mundra +10 other locations,--,Mundra,444,130,13,4.0
R.K. Group,Real Estate,6,Bengaluru,774,130,6,3.3
Pride Purple Group,Real Estate,13,Pune,670,130,7,4.0
PSG Hospitals,Healthcare,1,Coimbatore,466,130,6,4.1
Growisto,Marketing & Advertising,4,Mumbai,308,130,14,4.3
Gillette,FMCG,--,Bhiwadi,241,130,4,4.2
MindSquare Technologies,IT Services & Consulting,--,Bengaluru,485,130,6,4.5
J. M. Mhatre Infra,Engineering & Construction,--,Navi Mumbai,502,130,1,4.0
Packt Publishing,Printing & Publishing,--,Mumbai,706,130,16,3.0
Monotech Systems,Printing & Publishing,13,Chennai,619,130,11,3.5
Reliable Business Solutions & Services,BPO,--,Mumbai,507,130,1,2.9
MassMutual,Financial Services,--,Hyderabad,1.1k,130,32,3.8
Seeds Fincap,NBFC,6,Gurugram,399,130,6,3.6
HashCash Consultants,Software Product,8,Kolkata,203,130,7,3.4
Kion India,Industrial Machinery,3,Pune,835,130,13,3.5
Duroply Industries,Building Material,3,New Delhi,545,130,15,3.8
Snowcem Paints,Building Material,1,Mumbai,197,130,7,4.4
Wings Pharmaceuticals,Pharma,8,New Delhi,455,130,14,3.1
Enkei Wheels India,Auto Components,--,Pune,546,130,8,3.6
Sanjay Ghodawat Group,Food Processing,--,Kolhapur,508,130,5,3.5
Foxlink India Electric,Electronics Manufacturing,--,Tirupati,571,130,13,3.8
Vertex Homes,Real Estate,--,Hyderabad,565,130,11,3.0
Junomoneta Finsol,Investment Banking / Venture Capital / Private Equity,--,Rajkot,501,131,9,2.8
Thinkapps Solutions,Recruitment,--,Mumbai,643,130,11,3.6
J. M. Mhatre Infra,Engineering & Construction,--,Navi Mumbai,502,130,1,4.0
MindSquare Technologies,IT Services & Consulting,--,Bengaluru,485,130,6,4.5
Narayana Superspeciality Hospital,Healthcare,--,Kolkata,422,130,8,4.0
Hungama,Internet,--,Mumbai,756,130,7,3.2
Perceptive,Clinical Research,7,Hyderabad,820,130,12,3.4
Sumitomo Mitsui Banking Corporation,Financial Services,66,New Delhi,902,130,17,2.5
Captain Tractors,Automobile,2,Rajkot,494,131,12,4.4
Vertex Homes,Real Estate,--,Hyderabad,565,130,11,3.0
CloudThat Technologies Private Limited,IT Services & Consulting,73,Bengaluru,669,130,26,4.0
Enkei Wheels India,Auto Components,--,Pune,546,130,8,3.6
Wings Pharmaceuticals,Pharma,8,New Delhi,455,130,14,3.1
Sanjay Ghodawat Group,Food Processing,--,Kolhapur,508,130,5,3.5
Foxlink India Electric,Electronics Manufacturing,--,Tirupati,571,130,13,3.8
Junomoneta Finsol,Investment Banking / Venture Capital / Private Equity,--,Rajkot,501,131,9,2.8
Spocto X,Software Product,5,Mumbai,581,130,7,3.5
Fragma Data Systems,IT Services & Consulting,4,Bengaluru,376,130,14,3.9
Sterling Manufacturing Company,Gurugram +31 other locations,--,Gurugram,76,130,7,3.7
ARKA Fincap,NBFC,1,Mumbai,582,139,12,4.0
Sanzyme,Biotechnology,--,Hyderabad,503,130,8,3.8
GIC Housing Finance,NBFC,4,Mumbai,637,131,13,3.6
Supreme Petrochem,Chemicals,--,Mumbai,718,130,6,3.8
31 Parallel,BPO,2,Shimla,278,129,7,1.9
Ferromatik Milacron,Industrial Machinery,--,Ahmedabad,623,129,8,3.5
Al Hassan Engineering Company SAOG,Engineering & Construction,--,Muscat,206,129,4,3.9
Indo-Tibetan Border Police,Government,--,New Delhi,267,129,2,4.6
M3bi,IT Services & Consulting,--,Hyderabad,756,129,9,4.1
B. E. Billimoria,Engineering & Construction,--,Mumbai,283,129,5,4.0
Gainsight,IT Services & Consulting,--,Hyderabad,1.1k,128,26,4.0
Crif High Mark Credit Information Services,Analytics & KPO,--,Pune,1.1k,137,14,2.7
Telegence Powercomm,Engineering & Construction,--,Vadodara,355,129,8,3.4
Mangalam Drugs & Organics,Pharma,12,Vapi,628,129,4,3.5
Siemens Industry Software (India),Industrial Automation,--,Pune,1.2k,129,18,4.2
eNTrust Software & Services,Software Product,--,Chennai,1.1k,129,15,3.6
GlobeGround India,Aviation,--,Bengaluru,408,129,8,3.6
Crimsoune Club,Fashion & Textile,--,New Delhi,407,128,6,3.8
S K Samanta & Co,Engineering & Construction,--,Kolkata,440,129,9,3.3
AXA,Insurance,--,Bengaluru,821,129,18,3.8
Fiverr Inc.,Internet,--,New Delhi,847,129,12,4.4
GE Capital,Financial Services,--,Gurugram,419,129,2,4.4
31 Parallel,BPO,2,Shimla,278,129,7,1.9
Curia,Hyderabad +3 other locations,--,Hyderabad,680,666,11,3.8
Kruger Ventilation Industries,Industrial Machinery,3,Mumbai,543,129,7,3.4
A.K.AUTOMATICS,Auto Components,--,Rohtak,423,129,3,3.8
Desire Energy Solution,Financial Services,6,Jaipur,563,138,13,3.8
Axis Clinicals,Clinical Research,8,Hyderabad,621,129,7,4.0
Kusalava International,Industrial Machinery,1,Vijayawada,374,129,6,3.8
Appy Pie,IT Services & Consulting,--,Noida,682,129,14,3.7
Mizuho Bank,Banking,--,Mumbai,807,129,13,3.3
Dietech India,Industrial Machinery,5,Chennai,729,129,5,4.1
INVESMATE,Education & Training,1,Kolkata,127,129,11,3.9
Advatix,Gurugram +7 other locations,2,Gurugram,882,129,24,2.9
Press Fit Pipe And Profile,Building Material,7,Mumbai,372,129,6,4.1
ESRI India Technologies,IT Services & Consulting,2,Noida,643,130,8,3.7
Ebix Smartclass Educational Services,EdTech,--,New Delhi,519,129,9,4.0
Repos Energy,Internet,1,Pune,563,129,12,3.6
Noble Hospital,Healthcare,1,Pune,565,129,5,3.8
The George Telegraph Training Institute,Education & Training,--,Kolkata,367,129,9,2.9
Omega Hospitals,Healthcare,5,Hyderabad,539,129,5,4.0
Riello Power India,Electronics Manufacturing,2,Gurugram,429,129,10,3.7
Mantle Solutions,IT Services & Consulting,11,Kochi,746,129,8,3.2
ImagicaaWorld Entertainment Limited,Events,12,Mumbai,551,130,3,3.7
MK TRON Autoparts,Auto Components,--,Chennai,655,129,10,3.4
Nxtgen Datacenter Cloud Technologies,IT Services & Consulting,5,Bengaluru,764,129,10,3.4
ATPI,Travel & Tourism,4,Mumbai,843,129,8,3.9
FIL Industries,Chemicals,3,Srinagar,568,129,6,3.4
Idom,Engineering & Construction,2,New Delhi,506,129,13,4.1
PATH India,Industrial Automation,--,Indore,455,129,6,4.2
INVENTIVE SOFTWARE SOLUTIONS,IT Services & Consulting,162,Noida,415,129,11,3.8
Anik Milk Products,Indore +26 other locations,22,Indore,368,129,14,3.6
Superon Schweisstechnik India,Electronics Manufacturing,2,Gurugram,425,129,4,3.8
CriticaLog India Private Limited,Logistics,2,Bengaluru,535,129,7,4.2
HP ADHESIVES,Chemicals,1,Mumbai,480,129,7,4.0
Alpha Net Consulting,IT Services & Consulting,--,Sahibzada Ajit Singh Nagar,238,129,5,4.5
Boyen Haddin,Recruitment,--,Mumbai,275,129,25,3.5
ADM India,Food Processing,--,Bengaluru,706,129,12,4.1
Anand Engineering Products,Engineering & Construction,34,Tiruchirappalli,546,129,6,3.3
River Mobility,Automobile,9,Bengaluru,495,129,8,3.9
Aditya Vision,Retail,7,Patna,308,129,12,3.9
CNS Comnet,BPO,--,Gurgaon / Gurugram,308,128,1,4.1
Maharashtra Natural GAS,Oil & Gas,--,Pune,824,128,7,3.2
Choice Solutions (India),IT Services & Consulting,--,Hyderabad,651,128,9,3.4
Andhra Pradesh Grama/Ward Sachivalayam,Government,--,Hyderabad,286,128,5,4.0
Leonia Holistic Destination,Hospitality,--,Hyderabad,348,128,4,3.7
Neo Metaliks,Metals & Mining,5,Durgapur,524,128,7,3.5
Signals & Systems (India) Private Limited,Electronics Manufacturing,35,Chennai,670,128,8,3.8
Rockwell Industries,Electronics Manufacturing,1,Hyderabad,526,129,13,3.6
Arrivae,Mumbai +13 other locations,--,Mumbai,622,128,11,3.3
Kiran Motors,Auto Components,2,Ahmedabad,477,128,2,3.6
Mochiko Shoes,Fashion & Textile,--,Dehradun,420,128,3,3.6
Yamaha Motors Solutions,IT Services & Consulting,46,Faridabad,667,128,19,3.1
Eye7 Chaudhary Eye Centre,Healthcare,8,New Delhi,431,128,9,3.1
AstraGen,EdTech,1,Vijayawada,342,128,17,3.7
ZestMoney,FinTech,--,Bangalore / Bengaluru,748,129,14,4.0
Weizmann Forex,Financial Services,--,Mumbai,371,128,--,4.3
Competent Automobiles,Retail,--,New Delhi,484,128,2,4.0
Kimia Biosciences Limited,Pharma,7,Gurugram,571,128,8,3.6
Rare Rabbit,Fashion & Textile,--,Bengaluru,430,128,7,3.5
C-Square Info Solutions,IT Services & Consulting,--,Bengaluru,638,128,6,3.5
Bar Code India,Industrial Automation,14,Gurugram,788,128,10,3.5
Megha Fruit Processing,Hyderabad +36 other locations,--,Hyderabad,368,129,9,3.8
Nectar Infotel Solutions,IT Services & Consulting,5,Pune,395,128,10,2.8
Visit Health,Biotechnology,37,Bengaluru,680,128,12,3.0
Swarovski India,Jewellery,15,Pune,462,128,8,3.9
Aries Agro,Agro Chemicals,--,Mumbai,363,128,8,4.1
Rare Rabbit,Fashion & Textile,--,Bengaluru,430,128,7,3.5
cloudEQ,IT Services & Consulting,2,Chandigarh,439,128,22,3.4
Likewize,Telecom,5,Chennai,972,126,17,3.4
Andhra Pradesh Grama/Ward Sachivalayam,Government,--,Hyderabad,286,128,5,4.0
Ind Synergy,Engineering & Construction,5,Raigarh,499,128,6,3.9
Daelim Industrial Co.,Petrochemicals,--,Chennai,95,128,4,4.8
Flexsin Technologies,IT Services & Consulting,84,Noida,840,132,23,3.7
Swarovski India,Jewellery,15,Pune,462,128,8,3.9
Visit Health,Biotechnology,37,Bengaluru,680,128,12,3.0
MGM Healthcare,Healthcare,--,Chennai,733,128,11,3.9
Valmont Structures,Engineering & Construction,1,Pune,700,129,19,2.9
HireRight,Analytics & KPO,--,Bengaluru,684,129,4,3.6
Kalyaniwalla & Mistry,Accounting & Auditing,6,Mumbai,655,128,9,3.3
Signals & Systems (India) Private Limited,Electronics Manufacturing,35,Chennai,670,128,8,3.8
Arrivae,Mumbai +13 other locations,--,Mumbai,622,128,11,3.3
Rockwell Industries,Electronics Manufacturing,1,Hyderabad,526,129,13,3.6
Kiran Motors,Auto Components,2,Ahmedabad,477,128,2,3.6
Gulshan Homz,Real Estate,4,Noida,563,128,8,4.1
Eye7 Chaudhary Eye Centre,Healthcare,8,New Delhi,431,128,9,3.1
Yamaha Motors Solutions,IT Services & Consulting,46,Faridabad,667,128,19,3.1
AstraGen,EdTech,1,Vijayawada,342,128,17,3.7
Mahalakshmi Profiles Private Limited,Iron & Steel,2,Hyderabad,448,128,15,3.6
Nectar Infotel Solutions,IT Services & Consulting,5,Pune,395,128,10,2.8
Aries Agro,Agro Chemicals,--,Mumbai,363,128,8,4.1
Coupa Software Inc,IT Services & Consulting,10,Pune,1.2k,128,33,3.2
Manorama Industries,Beauty & Personal Care,14,Raipur,477,129,5,4.5
Sinclus Engineering Consulting,IT Services & Consulting,1,Mumbai,522,128,11,4.2
Gojavas,Logistics,--,New Delhi,130,127,1,4.7
Garuda Aerospace,Internet,--,Chennai,265,127,14,3.4
Karma Ayurveda,Healthcare,--,New Delhi,391,127,6,3.8
Nala Robotics,Hyderabad / Secunderabad +2 other locations,--,Hyderabad / Secunderabad,310,127,5,1.8
Valu Connex Telecom Services Private,Telecom,--,New Delhi,321,127,6,4.3
Vertex Global Services,IT Services & Consulting,--,Gurugram,184,127,14,4.5
Flyweis Technology,IT Services & Consulting,--,Noida,70,127,9,4.3
Hindustan Shipyard,Ports & Shipping,--,Visakhapatnam,397,127,13,4.1
Oxalis Pharmaceuticals,Pharma,--,Baddi,519,127,5,3.9
Rashi Peripherals,IT Services & Consulting,--,Mumbai,490,127,6,3.7
Oriental Consultants India Pvt Ltd,Engineering & Construction,55,New Delhi,187,127,2,4.0
AIT Global,IT Services & Consulting,24,Pune,795,127,13,3.3
Rahman Industries,Fashion & Textile,--,Kanpur,482,127,7,3.5
IDA Automation,Bengaluru +5 other locations,--,Bengaluru,546,131,9,3.8
Sadara Chemical Company,Chemicals,--,Al Jubail,272,127,2,3.9
Jupiter Money,FinTech,--,Bengaluru,968,127,35,2.5
Ameriprise India,Financial Services,5,Gurugram,880,127,7,3.4
CamelQ Software Solutions,Software Product,--,Hyderabad,98,127,52,4.1
Golden Tulip Hotels,Hospitality,--,New Delhi,428,127,7,3.4
Reynold India,Industrial Machinery,12,Noida,250,127,3,4.6
Dhanlaxmi Bank,Banking,--,Thrissur,497,127,2,4.1
MAJID AL FUTTAIM RETAIL,Retail,5,Gurugram,540,127,10,3.4
Saurer,Financial Services,--,Vadodara,660,127,9,3.8
Elancer It Solutions,IT Services & Consulting,--,Hyderabad,708,127,8,3.3
D2K Technologies India,IT Services & Consulting,13,Mumbai,602,127,14,2.5
Chargebee,Software Product,6,Chennai,1.3k,127,17,3.8
IVY SOFTWARE DEVELOPMENT SERVICES,IT Services & Consulting,1,Hyderabad,621,127,19,3.8
IndiaCan,EdTech,--,New Delhi,130,127,3,4.6
Gojavas,Logistics,--,New Delhi,130,127,1,4.7
Garuda Aerospace,Internet,--,Chennai,265,127,14,3.4
Oriental Consultants India Pvt Ltd,Engineering & Construction,55,New Delhi,187,127,2,4.0
AIT Global,IT Services & Consulting,24,Pune,795,127,13,3.3
Rahman Industries,Fashion & Textile,--,Kanpur,482,127,7,3.5
Revlon,Beauty & Personal Care,--,New Delhi,337,127,7,2.5
Bansal Wire Industries,Iron & Steel,--,Ghaziabad,550,127,8,3.5
Same Deutz-fahr,Industrial Machinery,--,Vellore,751,127,6,3.8
Naresh Kumar & Co.,Urban Transport,--,Jamshedpur,450,127,4,4.3
C2L BIZ,Internet,7,Mumbai,736,127,12,3.1
Linamar,Pune +4 other locations,--,Pune,648,127,8,3.7
Siec Education,Recruitment,--,New Delhi,390,127,12,2.8
Sarda Metals & Alloys,Metals & Mining,--,Visakhapatnam,484,127,12,4.0
Tilaknagar Industries Ltd.,Beverage,--,Mumbai,396,127,11,4.2
FBSPL- Fusion Business Solution P Limited,BPO,4,Udaipur,611,127,18,3.5
Bigshare Services,Legal,2,Mumbai,247,128,55,2.9
Saya homes,Real Estate,12,Noida,380,127,5,3.9
Equinix,IT Services & Consulting,35,Bengaluru,782,127,10,3.1
Spardha School of Music,Pune +2 other locations,--,Pune,79,127,32,4.4
Rajagiri Hospital,Healthcare,30,Kochi,477,127,5,4.1
Gigmo Solutions,IT Services & Consulting,3,Gurugram,253,127,10,3.9
Orris Infrastructure,Real Estate,--,Gurugram,340,127,11,4.0
Fia Technology Services,FinTech,2,Gurugram,443,127,13,3.4
Phreesia,Healthcare,1,Pune,544,127,11,2.5
CORNITOS,FMCG,5,Faridabad,428,127,14,4.1
CamelQ Software Solutions,Software Product,--,Hyderabad,98,127,52,4.1
IVY SOFTWARE DEVELOPMENT SERVICES,IT Services & Consulting,1,Hyderabad,621,127,19,3.8
D2K Technologies India,IT Services & Consulting,13,Mumbai,602,127,14,2.5
Rajagiri Hospital,Healthcare,30,Kochi,477,127,5,4.1
Chargebee,Software Product,6,Chennai,1.3k,127,17,3.8
WebFurther,IT Services & Consulting,3,Hyderabad,837,127,18,3.3
TalentOla,Recruitment,--,Indore,231,127,41,3.6
Shalimar Group,Building Material,6,Lucknow,674,127,4,4.0
Equinix,IT Services & Consulting,35,Bengaluru,782,127,10,3.1
Phreesia,Healthcare,1,Pune,544,127,11,2.5
CORNITOS,FMCG,5,Faridabad,428,127,14,4.1
Orris Infrastructure,Real Estate,--,Gurugram,340,127,11,4.0
